time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-28T14:22:32.910Z,38.8266678,-122.7583313,1.16,0.49,md,9,85,0.009811,0.01,nc,nc72403150,2015-02-28T16:51:07.030Z,"3km W of Cobb, California",earthquake
2015-02-28T14:21:30.000Z,52.2001,-169.9218,27.6,2.5,ml,,,,0.57,ak,ak11523132,2015-03-06T02:23:32.484Z,"71km SE of Yunaska Island, Alaska",earthquake
2015-02-28T14:17:44.300Z,44.6185,-110.4358333,4.68,0.96,md,6,143,0.059,0.09,uu,uu60103207,2015-03-02T15:24:02.350Z,"35km ENE of Old Faithful Geyser, Wyoming",earthquake
2015-02-28T14:15:03.360Z,44.7425,-111.148,9.19,0.94,ml,12,78,0.035,0.18,uu,uu60103202,2015-03-02T15:27:12.230Z,"9km NNW of West Yellowstone, Montana",earthquake
2015-02-28T14:11:31.550Z,44.738,-111.1518333,8.67,1.91,ml,21,63,0.034,0.15,uu,uu60103192,2015-03-02T15:32:55.840Z,"9km NNW of West Yellowstone, Montana",earthquake
2015-02-28T14:06:58.000Z,60.1033,-151.7459,68.6,1.8,ml,,,,0.61,ak,ak11519846,2015-03-06T02:20:57.492Z,"36km N of Anchor Point, Alaska",earthquake
2015-02-28T14:04:38.120Z,33.4761667,-116.5728333,9.6,0.6,ml,23,104,0.03072,0.13,ci,ci37105415,2015-03-02T18:08:33.546Z,"13km SE of Anza, California",earthquake
2015-02-28T13:44:51.000Z,62.6942,-149.6298,61.8,1.1,ml,,,,0.65,ak,ak11523130,2015-03-06T02:22:06.265Z,"48km NNE of Talkeetna, Alaska",earthquake
2015-02-28T13:44:49.000Z,60.9471,-151.5967,77.1,1.6,ml,,,,0.44,ak,ak11519786,2015-03-06T02:20:56.893Z,"33km NNW of Nikiski, Alaska",earthquake
2015-02-28T13:42:46.000Z,60.1471,-152.1453,94.1,1.6,ml,,,,0.44,ak,ak11519785,2015-03-06T02:20:58.765Z,"44km NNW of Anchor Point, Alaska",earthquake
2015-02-28T13:42:25.200Z,19.4762,-155.5888,1.7,0.6,Md,,180,0.00898315,0.03,hv,hv60861611,2015-03-05T01:45:18.704Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-28T13:32:16.240Z,38.8149986,-122.8195038,3.08,0.69,md,9,77,0.009726,0.03,nc,nc72403140,2015-02-28T16:00:06.868Z,"6km NW of The Geysers, California",earthquake
2015-02-28T13:30:20.000Z,61.104,-147.3316,19.4,0.8,ml,,,,0.67,ak,ak11523127,2015-03-06T02:22:18.222Z,"53km W of Valdez, Alaska",earthquake
2015-02-28T13:30:05.000Z,63.4995,-147.7828,4.4,1.2,ml,,,,0.65,ak,ak11519782,2015-03-06T02:21:10.412Z,"59km ENE of Cantwell, Alaska",earthquake
2015-02-28T13:29:17.370Z,37.4946667,-118.8078333,7.8,1.02,md,29,124,0.0689,0.04,nc,nc72403135,2015-03-05T03:54:03.550Z,"22km SE of Mammoth Lakes, California",earthquake
2015-02-28T13:27:36.577Z,39.6878,-120.9597,17.5018,0.78,ml,8,127.49,0.196,0.1525,nn,nn00485038,2015-02-28T14:31:59.954Z,"18km NW of Downieville, California",earthquake
2015-02-28T13:25:03.209Z,39.6591,-120.9395,0,1.11,ml,9,131.15,0.219,0.1654,nn,nn00485037,2015-02-28T14:22:13.244Z,"14km NW of Downieville, California",earthquake
2015-02-28T13:22:08.430Z,36.012,-117.817,1.8,0.21,ml,11,78,0.03018,0.11,ci,ci37105407,2015-03-02T18:43:29.794Z,"12km NE of Little Lake, California",earthquake
2015-02-28T13:14:39.000Z,63.1372,-151.4759,2.6,0.8,ml,,,,0.56,ak,ak11523125,2015-03-06T02:22:17.224Z,"114km NW of Talkeetna, Alaska",earthquake
2015-02-28T13:12:18.578Z,37.928,-115.5099,0,1.43,ml,12,272.63,0.635,,nn,nn00485036,2015-03-01T22:25:12.409Z,"69km NNW of Alamo, Nevada",earthquake
2015-02-28T13:10:30.100Z,45.6355,-111.59,7.1,1.8,mc,25,53.9999956800003,0.04761071,0.12,mb,mb15146583,2015-03-03T00:17:16.381Z,"28km S of Three Forks, Montana",earthquake
2015-02-28T13:09:02.847Z,41.8772,-119.6374,9.13,2.08,ml,5,220.37,0.14,0.1673,nn,nn00485043,2015-02-28T18:25:56.300Z,"71km SE of Lakeview, Oregon",earthquake
2015-02-28T13:05:19.000Z,51.4477,179.7602,4.9,1.9,ml,,,,0.46,ak,ak11523124,2015-03-06T02:22:16.599Z,"57km S of Semisopochnoi Island, Alaska",earthquake
2015-02-28T13:00:09.770Z,34.2421667,-117.5143333,9.21,1.52,ml,15,64,0.03661,0.17,ci,ci37105399,2015-03-02T18:08:27.267Z,"2km SW of Lytle Creek, California",earthquake
2015-02-28T13:00:07.890Z,38.8359985,-122.8799973,2.61,0.59,md,11,88,0.003495,0.02,nc,nc72403130,2015-02-28T15:09:10.067Z,"12km ENE of Cloverdale, California",earthquake
2015-02-28T12:57:34.400Z,19.477,-155.5998,1.7,0.7,Md,,126,0.00898315,0.06,hv,hv60861576,2015-03-05T01:43:13.681Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-28T12:55:45.000Z,60.9991,-152.241,92.6,1.3,ml,,,,0.32,ak,ak11523123,2015-03-06T02:22:05.607Z,"62km NW of Nikiski, Alaska",earthquake
2015-02-28T12:50:02.000Z,51.1694,179.3734,25,1.9,ml,,,,0.19,ak,ak11523122,2015-03-06T03:52:20.956Z,"88km S of Semisopochnoi Island, Alaska",earthquake
2015-02-28T12:36:09.000Z,51.8923,-166.4015,25,2.9,ml,,,,0.8,ak,ak11519722,2015-03-06T02:21:22.825Z,"204km SE of Nikolski, Alaska",earthquake
2015-02-28T12:28:07.000Z,61.6756,-151.5327,82.1,1.1,ml,,,,0.66,ak,ak11523120,2015-03-06T02:22:15.943Z,"79km W of Willow, Alaska",earthquake
2015-02-28T12:28:03.860Z,15.3536,-61.365,134.74,4.6,mb,,41,0.116,0.83,us,usc000ttzg,2015-02-28T13:32:37.569Z,"3km E of Mahaut, Dominica",earthquake
2015-02-28T12:26:06.000Z,59.9971,-141.8062,0,1,ml,,,,0.41,ak,ak11519721,2015-03-06T02:20:58.124Z,"35km ESE of Cape Yakataga, Alaska",earthquake
2015-02-28T12:24:52.240Z,33.693,-116.7943333,19.68,0.81,ml,27,88,0.06924,0.18,ci,ci37105391,2015-03-02T18:08:38.955Z,"9km SW of Idyllwild, California",earthquake
2015-02-28T12:21:16.000Z,63.3053,-152.6172,5.3,0.8,ml,,,,0.67,ak,ak11523118,2015-03-06T02:22:15.345Z,"155km ENE of McGrath, Alaska",earthquake
2015-02-28T12:10:31.000Z,37.6098333,-119.0201667,10.17,0.43,md,18,112,0.00308,0.06,nc,nc72403120,2015-03-02T19:02:05.051Z,"6km SW of Mammoth Lakes, California",earthquake
2015-02-28T12:09:58.000Z,59.8514,-153.2,111.1,1.8,ml,,,,0.45,ak,ak11523117,2015-03-06T02:22:14.277Z,"75km SSW of Redoubt Volcano, Alaska",earthquake
2015-02-28T12:07:49.770Z,33.6733333,-116.7331667,16.25,1,ml,31,78,0.04093,0.16,ci,ci37105383,2015-03-02T18:14:28.430Z,"8km S of Idyllwild, California",earthquake
2015-02-28T12:03:55.080Z,34.1548333,-117.328,9.28,1.26,ml,35,55,0.05516,0.29,ci,ci37105375,2015-03-02T18:08:42.592Z,"2km E of Muscoy, California",earthquake
2015-02-28T11:58:59.000Z,52.8418,-169.5225,13.4,1.9,ml,,,,0.38,ak,ak11523116,2015-03-06T02:22:03.297Z,"45km WSW of Nikolski, Alaska",earthquake
2015-02-28T11:57:58.700Z,38.1388,-115.5042,5.59,1.31,ml,7,268.28,0.577,,nn,nn00485034,2015-02-28T12:00:03.164Z,"67km S of Currant, Nevada",earthquake
2015-02-28T11:52:47.100Z,18.8032,-156.6932,30.5,2.3,Md,,324,0.90729844,0.22,hv,hv60861561,2015-03-04T00:57:16.560Z,"102km WSW of Hawaiian Ocean View, Hawaii",earthquake
2015-02-28T11:38:38.950Z,37.2141667,-118.193,9.61,2.05,md,32,219,0.1624,0.07,nc,nc72403115,2015-03-03T00:39:09.416Z,"10km ENE of Big Pine, California",earthquake
2015-02-28T11:35:37.910Z,37.2125,-118.194,10.13,2.68,md,38,186,0.1606,0.07,nc,nc72403110,2015-03-02T22:30:03.282Z,"9km ENE of Big Pine, California",earthquake
2015-02-28T11:20:44.800Z,38.96,-115.2697,5.1016,1.92,ml,5,120.22,0.659,0.1485,nn,nn00485031,2015-03-01T22:23:47.126Z,"30km NE of Currant, Nevada",earthquake
2015-02-28T11:13:02.870Z,-3.5996,144.1368,10,4.6,mb,,88,3.576,0.92,us,usc000ttz7,2015-02-28T19:15:33.535Z,"51km N of Angoram, Papua New Guinea",earthquake
2015-02-28T11:08:46.506Z,38.8799,-115.37,0,2.22,ml,6,192.88,0.557,0.4129,nn,nn00485028,2015-02-28T17:40:58.938Z,"17km NNE of Currant, Nevada",earthquake
2015-02-28T11:04:15.000Z,60.4908,-147.3288,15,1,ml,,,,0.53,ak,ak11523115,2015-03-06T02:22:13.676Z,"80km ESE of Whittier, Alaska",earthquake
2015-02-28T11:03:40.000Z,60.11,-144.6405,19.1,0.9,ml,,,,0.35,ak,ak11519666,2015-03-06T02:21:00.201Z,"78km SE of Cordova, Alaska",earthquake
2015-02-28T11:01:29.000Z,61.0147,-147.5388,14.9,1.4,ml,,,,0.66,ak,ak11519664,2015-03-06T02:21:09.475Z,"65km W of Valdez, Alaska",earthquake
2015-02-28T10:53:04.800Z,-8.8342,118.84,122.26,5,mb,,74,3.364,1.2,us,usc000ttz2,2015-02-28T18:55:46.350Z,"15km S of Karumbu, Indonesia",earthquake
2015-02-28T10:52:48.272Z,38.8941,-115.4106,0,1.37,ml,4,225.49,0.562,0.308,nn,nn00485026,2015-03-02T17:22:01.575Z,"17km NNE of Currant, Nevada",earthquake
2015-02-28T10:51:43.530Z,46.1981667,-122.1903333,0,0.26,md,7,185,0.002052,0.09,uw,uw60977416,2015-02-28T18:19:03.770Z,"37km NNE of Amboy, Washington",earthquake
2015-02-28T10:44:49.000Z,61.6244,-151.945,94.9,1.7,ml,,,,0.69,ak,ak11519660,2015-03-06T02:20:59.339Z,"101km W of Willow, Alaska",earthquake
2015-02-28T10:41:36.738Z,38.9075,-115.3789,0,3.88,ml,17,72.04,0.582,0.2202,nn,nn00485024,2015-03-05T01:02:16.235Z,"19km NNE of Currant, Nevada",earthquake
2015-02-28T10:32:06.499Z,41.8619,-119.6448,3.6545,1.88,ml,5,222.71,0.145,0.1721,nn,nn00485042,2015-02-28T18:28:33.000Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-28T10:30:45.450Z,34.1556667,-118.1103333,17.36,1.34,ml,13,164,0.06406,0.14,ci,ci37105343,2015-03-02T18:08:17.635Z,"2km E of Pasadena, California",earthquake
2015-02-28T10:28:58.617Z,41.8461,-119.6433,6.9929,0.81,ml,4,225.33,0.157,0.1296,nn,nn00485416,2015-03-03T03:18:19.269Z,"69km ESE of Lakeview, Oregon",earthquake
2015-02-28T10:27:50.690Z,38.7836685,-122.757164,3.01,0.28,md,10,93,0.01457,0.02,nc,nc72403090,2015-02-28T13:01:01.864Z,"0km N of The Geysers, California",earthquake
2015-02-28T10:18:54.470Z,33.6668333,-116.767,15.61,1.47,ml,49,26,0.06242,0.24,ci,ci37105335,2015-03-02T18:14:38.480Z,"9km SSW of Idyllwild, California",earthquake
2015-02-28T10:15:24.000Z,52.7108,-169.4493,8,2,ml,,,,0.58,ak,ak11523110,2015-03-06T02:22:12.655Z,"46km WSW of Nikolski, Alaska",earthquake
2015-02-28T10:13:57.000Z,64.7955,-148.055,10.4,1,ml,,,,0.59,ak,ak11519649,2015-03-06T02:21:08.839Z,"6km SSW of Ester, Alaska",earthquake
2015-02-28T10:11:52.000Z,57.7017,-154.0282,52.4,3,ml,,,,0.61,ak,ak11519646,2015-03-06T02:22:25.999Z,"18km N of Larsen Bay, Alaska",earthquake
2015-02-28T10:01:24.700Z,19.3735,-155.0955,3,1.7,Md,,237.6,0.00898315,0.05,hv,hv60861531,2015-02-28T10:04:46.274Z,"15km S of Fern Acres, Hawaii",earthquake
2015-02-28T09:59:38.240Z,36.0556667,-117.6018333,1.1,1.71,ml,23,68,0.09145,0.17,ci,ci37105327,2015-03-02T18:08:48.700Z,"30km ENE of Little Lake, California",earthquake
2015-02-28T09:48:33.000Z,59.4783,-152.0752,55.5,2.2,ml,,,,0.69,ak,ak11519607,2015-03-06T02:21:01.116Z,"34km WSW of Homer, Alaska",earthquake
2015-02-28T09:36:10.460Z,46.3496667,-122.2545,12.31,2.22,ml,35,59,0.04693,0.16,uw,uw60977366,2015-02-28T18:47:12.640Z,"23km S of Morton, Washington",earthquake
2015-02-28T09:25:20.000Z,59.7158,-152.4946,64.5,2.2,ml,,,,0.68,ak,ak11519601,2015-03-06T02:21:03.065Z,"37km W of Anchor Point, Alaska",earthquake
2015-02-28T09:21:10.000Z,64.8103,-149.1394,12,1,ml,,,,0.73,ak,ak11519599,2015-03-06T02:21:02.362Z,"25km N of North Nenana, Alaska",earthquake
2015-02-28T09:16:15.000Z,63.0718,-150.8631,123.8,1.3,ml,,,,0.36,ak,ak11519597,2015-03-06T02:21:04.395Z,"91km NNW of Talkeetna, Alaska",earthquake
2015-02-28T09:14:48.770Z,37.5705,-118.8465,6.73,0.12,md,9,132,0.02389,0.02,nc,nc72403080,2015-03-02T19:00:23.869Z,"14km SE of Mammoth Lakes, California",earthquake
2015-02-28T09:14:33.140Z,36.464,-97.33,6.52,2.8,mb_lg,,58,0.312,0.3,us,usc000ttyj,2015-03-01T00:23:54.844Z,"19km N of Perry, Oklahoma",earthquake
2015-02-28T09:12:37.560Z,37.6446667,-119.0256667,2.11,0.77,md,13,60,0.002573,0.05,nc,nc72403075,2015-03-02T17:33:04.508Z,"4km W of Mammoth Lakes, California",earthquake
2015-02-28T09:12:21.000Z,61.6792,-151.9533,113.3,1.7,ml,,,,0.57,ak,ak11519593,2015-03-06T02:22:12.001Z,"101km W of Willow, Alaska",earthquake
2015-02-28T09:03:29.000Z,61.2203,-150.9171,69.3,1,ml,,,,0.35,ak,ak11519592,2015-03-06T02:20:33.327Z,"54km W of Anchorage, Alaska",earthquake
2015-02-28T09:01:11.000Z,60.8142,-147.6346,2.3,1.8,ml,,,,0.62,ak,ak11519586,2015-03-06T02:21:08.187Z,"57km E of Whittier, Alaska",earthquake
2015-02-28T09:00:09.000Z,61.1455,-147.2305,0,1.6,ml,,,,0.62,ak,ak11519585,2015-03-06T02:21:07.037Z,"47km W of Valdez, Alaska",earthquake
2015-02-28T08:56:50.860Z,36.0148333,-117.8206667,1.1,1.05,ml,15,55,0.03367,0.16,ci,ci37105319,2015-03-02T18:08:52.448Z,"12km NE of Little Lake, California",earthquake
2015-02-28T08:54:12.350Z,38.8681679,-122.807663,1.84,0.44,md,9,106,0.01053,0.05,nc,nc72403070,2015-02-28T09:14:03.274Z,"8km NW of Cobb, California",earthquake
2015-02-28T08:53:36.000Z,63.4488,-147.5905,0.7,1,ml,,,,0.76,ak,ak11519583,2015-03-06T02:21:03.739Z,"68km E of Cantwell, Alaska",earthquake
2015-02-28T08:52:55.000Z,51.0293,-174.2501,10.7,2,ml,,,,0.61,ak,ak11523098,2015-03-06T02:22:11.084Z,"129km S of Atka, Alaska",earthquake
2015-02-28T08:44:05.940Z,37.0902,-97.8391,7.34,2.9,mb_lg,,53,0.032,0.46,us,usc000ttyc,2015-02-28T19:21:22.951Z,"18km ESE of Anthony, Kansas",earthquake
2015-02-28T08:42:30.700Z,17.728,-63.9556,156,4,Md,16,313.2,0.77255114,0.37,pr,pr15059000,2015-02-28T16:45:03.851Z,"75km W of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2015-02-28T08:40:46.000Z,60.1375,-140.9252,6.3,1.1,ml,,,,0.71,ak,ak11519547,2015-03-06T03:52:12.641Z,"84km E of Cape Yakataga, Alaska",earthquake
2015-02-28T08:40:40.040Z,35.6273,140.7215,47.41,4.7,mb,,135,0.74,0.96,us,usc000ttya,2015-02-28T10:38:12.339Z,"11km SSE of Asahi, Japan",earthquake
2015-02-28T08:32:52.096Z,37.149,-117.2589,15.4384,0.48,ml,11,151.93,0.175,0.1449,nn,nn00485021,2015-02-28T14:38:43.112Z,"51km WNW of Beatty, Nevada",earthquake
2015-02-28T08:26:57.410Z,34.0846667,-117.2831667,14.03,0.96,ml,28,88,0.1121,0.25,ci,ci37105311,2015-03-02T18:08:55.302Z,"3km ENE of Colton, California",earthquake
2015-02-28T08:24:24.920Z,43.64,18.4225,4.65,4.2,mb,,43,1.223,0.79,us,usc000tty8,2015-02-28T10:09:02.115Z,"15km SE of Gracanica, Bosnia and Herzegovina",earthquake
2015-02-28T08:21:14.790Z,38.7929993,-122.7574997,1.78,1.2,md,20,52,0.01894,0.03,nc,nc72403060,2015-02-28T11:34:04.931Z,"1km N of The Geysers, California",earthquake
2015-02-28T08:18:06.800Z,44.4398,-114.133,11,2,mc,13,129.599989632001,0.1607984,0.14,mb,mb15620432,2015-03-03T00:17:11.680Z,"10km SE of Challis, Idaho",earthquake
2015-02-28T08:13:17.000Z,38.8385,-122.7831667,2.37,0.31,md,25,80,0.005606,0.05,nc,nc72403055,2015-03-02T23:02:07.037Z,"5km WNW of Cobb, California",earthquake
2015-02-28T07:52:26.074Z,41.8438,-119.6534,5.6869,1.28,ml,4,225.53,0.154,0.1266,nn,nn00485415,2015-03-03T03:15:08.957Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-28T07:46:07.000Z,61.0517,-148.3353,0,1.2,ml,,,,0.48,ak,ak11519546,2015-03-06T02:21:05.378Z,"36km NNE of Whittier, Alaska",earthquake
2015-02-28T07:41:56.830Z,38.8063316,-122.8118362,2.6,0.8,md,16,69,0.01302,0.02,nc,nc72403050,2015-02-28T10:42:06.052Z,"5km NW of The Geysers, California",earthquake
2015-02-28T07:31:08.000Z,61.4895,-152.0242,109.2,1.2,ml,,,,0.4,ak,ak11523095,2015-03-06T02:22:10.214Z,"97km NNW of Nikiski, Alaska",earthquake
2015-02-28T07:22:25.800Z,19.4083,-155.282,6.1,2.4,Md,,39.6,0,0.23,hv,hv60861426,2015-02-28T07:25:40.444Z,"5km WSW of Volcano, Hawaii",earthquake
2015-02-28T07:22:17.000Z,50.9979,-179.523,25.6,2.6,ml,,,,0.74,ak,ak11519545,2015-03-06T02:21:41.194Z,"41km SW of Amatignak Island, Alaska",earthquake
2015-02-28T07:00:25.000Z,54.5283,-160.9259,25.4,1.9,ml,,,,0.48,ak,ak11523093,2015-03-06T02:20:48.501Z,"92km WSW of Chernabura Island, Alaska",earthquake
2015-02-28T06:58:00.520Z,34.1588333,-118.0928333,14.59,1.65,ml,42,44,0.07067,0.23,ci,ci37105303,2015-03-02T18:14:50.060Z,"4km E of Pasadena, California",earthquake
2015-02-28T06:39:01.000Z,52.5892,-173.7329,209,2.9,ml,,,,0.27,ak,ak11523092,2015-03-06T02:22:02.662Z,"54km NE of Atka, Alaska",earthquake
2015-02-28T06:04:12.120Z,32.9688333,-115.5428333,2.3,1.91,ml,26,76,0.06884,0.41,ci,ci37105295,2015-03-02T18:30:44.518Z,"2km SW of Brawley, California",earthquake
2015-02-28T05:52:44.640Z,36.5425,-98.1523,5,2.7,mb_lg,,90,0.141,0.49,us,usc000ttxq,2015-02-28T06:34:21.897Z,"10km E of Helena, Oklahoma",earthquake
2015-02-28T05:48:10.490Z,-17.3515,-178.5321,551.34,4.6,mb,,147,3.281,0.86,us,usc000ttxr,2015-02-28T13:50:36.764Z,"245km ESE of Lambasa, Fiji",earthquake
2015-02-28T05:45:01.000Z,57.8152,-155.6682,9.2,2,ml,,,,0.4,ak,ak11519533,2015-03-06T02:20:31.956Z,"105km WNW of Larsen Bay, Alaska",earthquake
2015-02-28T05:31:16.710Z,38.8316667,-122.7991667,2.17,0.23,md,6,122,0.009634,0.01,nc,nc72403045,2015-03-02T21:33:04.694Z,"6km W of Cobb, California",earthquake
2015-02-28T05:30:54.762Z,41.8336,-119.6569,3.8923,1.09,ml,4,227.14,0.16,0.0802,nn,nn00485405,2015-03-03T03:02:09.591Z,"69km SE of Lakeview, Oregon",earthquake
2015-02-28T05:30:10.830Z,38.7775002,-122.7565002,1.45,1.02,md,15,60,0.009903,0.03,nc,nc72403035,2015-02-28T06:18:02.222Z,"0km NNW of The Geysers, California",earthquake
2015-02-28T05:28:07.710Z,35.836,-97.4623,3.8,2.3,mb_lg,,69,0.039,0.38,us,usc000ttxj,2015-03-04T04:12:57.260Z,"5km SW of Guthrie, Oklahoma",earthquake
2015-02-28T05:18:31.570Z,38.8073349,-122.7389984,1.55,0.89,md,6,118,0.01238,0.01,nc,nc72403030,2015-02-28T08:11:04.299Z,"2km SW of Cobb, California",earthquake
2015-02-28T05:18:18.070Z,38.8058319,-122.7419968,2.41,0.8,md,8,104,0.02293,0.02,nc,nc72403025,2015-02-28T07:45:05.782Z,"2km SW of Cobb, California",earthquake
2015-02-28T05:06:58.770Z,33.143,-116.5451667,12.25,1.15,ml,21,154,0.07588,0.16,ci,ci37105287,2015-03-02T18:26:56.599Z,"9km NE of Julian, California",earthquake
2015-02-28T05:01:41.030Z,38.7948333,-122.8113333,3.63,0.25,md,23,125,0.009161,0.03,nc,nc72403015,2015-03-03T05:42:01.662Z,"5km WNW of The Geysers, California",earthquake
2015-02-28T04:59:18.670Z,40.4683333,-121.519,4.75,0.59,md,8,124,0.004186,0.04,nc,nc72403020,2015-03-03T20:24:05.286Z,"30km NW of Chester, California",earthquake
2015-02-28T04:54:57.550Z,33.5765,-116.7491667,12.46,0.2,ml,19,112,0.01486,0.14,ci,ci37105279,2015-03-02T18:08:57.971Z,"7km WNW of Anza, California",earthquake
2015-02-28T04:53:10.610Z,-4.9991,-78.2253,62.56,4.6,mb,,142,5.206,0.44,us,usc000ttxg,2015-02-28T12:40:50.898Z,"71km NNE of La Peca, Peru",earthquake
2015-02-28T04:47:04.000Z,54.6739,-163.6372,5,1.9,ml,,,,0.4,ak,ak11523090,2015-03-06T02:20:47.221Z,"24km SW of False Pass, Alaska",earthquake
2015-02-28T04:46:06.000Z,62.4804,-148.2715,3,1.8,ml,,,,0.73,ak,ak11523089,2015-03-06T02:20:46.568Z,"82km NNE of Sutton-Alpine, Alaska",earthquake
2015-02-28T04:45:46.000Z,64.0437,-149.52,141.2,1.8,ml,,,,0.5,ak,ak11519498,2015-03-06T02:21:07.609Z,"34km NW of Healy, Alaska",earthquake
2015-02-28T04:43:03.270Z,-12.0556,-76.5579,29.31,3.9,mb,,113,0.286,0.92,us,usc000ttzb,2015-02-28T18:41:24.183Z,"19km SE of Nicolas de Pierola, Peru",earthquake
2015-02-28T04:39:19.440Z,34.1215,-118.4905,9.5,1.46,ml,23,128,0.03314,0.12,ci,ci37105271,2015-03-02T18:23:19.175Z,"4km SSE of Encino, California",earthquake
2015-02-28T04:37:10.530Z,38.8380013,-122.8389969,2.61,0.28,md,8,110,0.002803,0.02,nc,nc72403010,2015-02-28T05:13:05.293Z,"9km NW of The Geysers, California",earthquake
2015-02-28T04:35:40.000Z,60.4577,-140.7382,5,1.7,ml,,,,0.66,ak,ak11519492,2015-03-06T03:52:12.008Z,"103km ENE of Cape Yakataga, Alaska",earthquake
2015-02-28T04:35:09.410Z,34.0163333,-117.2241667,19.11,0.78,ml,15,87,0.09585,0.12,ci,ci37105263,2015-03-02T18:20:28.951Z,"5km SE of Loma Linda, California",earthquake
2015-02-28T04:34:37.140Z,38.8085,-122.8226667,2.92,0.25,md,21,60,0.0051,0.05,nc,nc72403005,2015-03-02T20:27:06.805Z,"6km WNW of The Geysers, California",earthquake
2015-02-28T04:21:33.830Z,38.8413315,-122.8391647,2.35,0.77,md,10,72,0.003968,0.01,nc,nc72403000,2015-02-28T07:15:02.611Z,"10km WNW of Cobb, California",earthquake
2015-02-28T04:17:02.000Z,62.4294,-153.4933,10,1.4,ml,,,,0.75,ak,ak11519486,2015-03-06T03:52:14.451Z,"122km ESE of McGrath, Alaska",earthquake
2015-02-28T04:12:54.000Z,61.2928,-146.3856,20,0.9,ml,,,,0.38,ak,ak11519465,2015-03-06T02:20:07.496Z,"18km N of Valdez, Alaska",earthquake
2015-02-28T04:10:33.930Z,38.8296661,-122.7956696,2.56,0.56,md,9,75,0.00967,0.02,nc,nc72402995,2015-02-28T07:15:01.477Z,"6km W of Cobb, California",earthquake
2015-02-28T03:56:24.000Z,59.7619,-153.4329,47.2,1.5,ml,,,,0.74,ak,ak11523084,2015-03-06T02:20:45.910Z,"83km E of Old Iliamna, Alaska",earthquake
2015-02-28T03:50:21.800Z,36.026,-117.8175,1.1,1.4,Ml,22,104.4,0.04222082,0.19,ci,ci37105247,2015-03-02T18:07:58.119Z,"42km N of Inyokern, California",earthquake
2015-02-28T03:49:26.980Z,44.5723333,-110.7518333,6.17,0.65,md,5,141,0.083,0.12,uu,uu60103162,2015-03-02T15:37:07.210Z,"13km NNE of Old Faithful Geyser, Wyoming",earthquake
2015-02-28T03:49:25.000Z,63.0967,-150.9972,126.4,1.2,ml,,,,0.4,ak,ak11523083,2015-03-06T02:20:45.191Z,"97km NNW of Talkeetna, Alaska",earthquake
2015-02-28T03:45:33.130Z,-36.8219,-72.9926,31.34,4.7,mb,,71,0.034,0.81,us,usc000ttx8,2015-02-28T23:59:38.787Z,"5km E of Concepcion, Chile",earthquake
2015-02-28T03:44:04.000Z,61.2042,-150.6551,61.2,0.8,ml,,,,0.36,ak,ak11523082,2015-03-06T02:20:44.642Z,"40km W of Anchorage, Alaska",earthquake
2015-02-28T03:39:19.900Z,19.4997,-155.5712,2.7,0.6,Md,,172.8,0.02694946,0.08,hv,hv60861266,2015-03-05T01:47:53.738Z,"31km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-02-28T03:39:12.660Z,38.8341675,-122.8083344,2.64,0.86,md,17,57,0.01084,0.02,nc,nc72402990,2015-02-28T05:55:01.897Z,"7km W of Cobb, California",earthquake
2015-02-28T03:30:46.700Z,-21.7657,-70.6639,17.33,4.2,mwr,,184,0.724,1.08,us,usc000ttx7,2015-02-28T11:33:39.972Z,"60km NW of Tocopilla, Chile",earthquake
2015-02-28T03:28:00.660Z,37.3293333,-118.3231667,13.32,1.03,md,11,229,0.04811,0.05,nc,nc72402985,2015-03-05T03:51:33.060Z,"7km ESE of Bishop, California",earthquake
2015-02-28T03:14:12.830Z,41.8475,-119.5952,4.2001,1.68,ml,4,226.05,0.183,0.2174,nn,nn00485016,2015-02-28T18:35:47.920Z,"73km SE of Lakeview, Oregon",earthquake
2015-02-28T03:12:20.760Z,44.753,-110.9376667,7.24,0.11,md,11,120,0.049,0.13,uu,uu60103157,2015-03-02T15:26:07.970Z,"16km NE of West Yellowstone, Montana",earthquake
2015-02-28T03:09:52.930Z,38.8170013,-122.8131638,3.31,1.36,md,30,73,0.006825,0.02,nc,nc72402975,2015-02-28T06:23:05.694Z,"6km NW of The Geysers, California",earthquake
2015-02-28T03:04:13.670Z,31.7068333,-115.8715,5.4,3.16,ml,11,132,0.3041,0.35,ci,ci37105239,2015-03-02T18:16:15.254Z,"66km E of Maneadero, B.C., Mexico",earthquake
2015-02-28T03:00:23.000Z,61.3915,-150.688,58.5,0.8,ml,,,,0.32,ak,ak11519442,2015-03-06T02:20:31.259Z,"41km WSW of Big Lake, Alaska",earthquake
2015-02-28T02:56:55.890Z,44.6785,-111.009,10.7,0.58,md,12,102,0.033,0.15,uu,uu60103147,2015-03-02T15:12:06.980Z,"7km ENE of West Yellowstone, Montana",earthquake
